Country Name,Country Code,Labour Force 2003,Labour Force 2004,Labour Force 2005,Labour Force 2006,Labour Force 2007,Labour Force 2008,Labour Force 2009,Labour Force 2010,Labour Force 2011,Labour Force 2012,Labour Force 2013,Labour Force 2014,Labour Force 2015,Labour Force 2016,Labour Force 2017,Labour Force 2018,Labour Force 2019,Labour Force 2020,Labour Force 2021,Labour Force 2022,Labour Force 2023,Population 2003,Population 2004,Population 2005,Population 2006,Population 2007,Population 2008,Population 2009,Population 2010,Population 2011,Population 2012,Population 2013,Population 2014,Population 2015,Population 2016,Population 2017,Population 2018,Population 2019,Population 2020,Population 2021,Population 2022,Population 2023,Unemployment Rate 2003,Unemployment Rate 2004,Unemployment Rate 2005,Unemployment Rate 2006,Unemployment Rate 2007,Unemployment Rate 2008,Unemployment Rate 2009,Unemployment Rate 2010,Unemployment Rate 2011,Unemployment Rate 2012,Unemployment Rate 2013,Unemployment Rate 2014,Unemployment Rate 2015,Unemployment Rate 2016,Unemployment Rate 2017,Unemployment Rate 2018,Unemployment Rate 2019,Unemployment Rate 2020,Unemployment Rate 2021,Unemployment Rate 2022,Unemployment Rate 2023
Afghanistan,AFG,5312226,5538525,5785543,6068893,6115891,6210225,6504675,6738587,7095658,7520865,7881567,8285362,8630724,8913938,9254593,9242721,9220323,9105733,9356574,8803873,8920521,22645130,23553551,24411191,25442944,25903301,26427199,27385307,28189672,29249157,30466479,31541209,32716210,33753499,34636207,35643418,36686784,37769499,38972230,40099462,41128771,42239854,7.922,7.914,7.914,7.918,7.908,7.92,7.914,7.914,7.916,7.909,7.919,7.915,9.011,10.1,11.184,11.206,11.224,11.71,11.934,14.1,14.386
Albania,ALB,1294847,1281167,1266465,1249959,1231498,1212147,1258916,1270655,1388801,1328695,1227940,1256110,1308343,1354998,1377319,1409389,1433004,1359716,1382433,1404942,1387831,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2777689,2745972,16.985,16.306,15.966,15.626,15.966,13.06,13.674,14.086,13.481,13.376,15.866,18.055,17.193,15.418,13.616,12.304,11.466,12.79,12.473,11.588,11.584
Algeria,DZA,9556009,9747177,9916026,10077549,10244513,10402784,10551825,10832192,11067848,11293832,11793700,11279335,11709257,11918706,12069182,12225526,12402025,11881326,12202063,13023244,13425064,32055883,32510186,32956690,33435080,33983827,34569592,35196037,35856344,36543541,37260563,38000626,38760168,39543154,40339329,41136546,41927007,42705368,43451666,44177969,44903225,45606480,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.207,11.206,10.202,12,12.15,12.285,14.04,13.607,12.437,11.814
Angola,AGO,7554547,7838086,8132903,8441929,8762688,9093722,9435748,9793696,10175962,10527326,10886364,11251540,11623549,12011479,12415650,12825924,13246117,13728470,14445598,14746279,15222540,18124342,18771125,19450959,20162340,20909684,21691522,22507674,23364185,24259111,25188292,26147002,27128337,28127721,29154746,30208628,31273533,32353588,33428486,34503774,35588987,36684202,16.37,16.267,16.268,16.121,16.08,16.17,16.392,16.598,16.77,16.557,16.487,16.401,16.491,16.58,16.617,16.599,16.497,16.676,15.799,14.693,14.62
Argentina,ARG,16951795,17425150,17545905,17877291,17924078,17966575,18324357,18255867,18663922,18835226,18964106,19049721,19229476,19404277,19580710,20103008,20607477,19406591,21191985,21511126,21906419,38278164,38668796,39070501,39476851,39876111,40273769,40684338,40788453,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712,45376763,45808747,46234830,46654581,15.36,13.522,11.506,10.078,8.47,7.837,8.645,7.714,7.18,7.217,7.1,7.268,7.58,8.083,8.347,9.221,9.843,11.461,8.736,6.805,6.178
Armenia,ARM,1425746,1425285,1426893,1430445,1435813,1437001,1455126,1456440,1452857,1446050,1440477,1433759,1426565,1418849,1408448,1397414,1413724,1388336,1393091,1367781,1355546,3084102,3065745,3047246,3026486,3004393,2983421,2964296,2946293,2928976,2914421,2901385,2889930,2878595,2865835,2851923,2836557,2820602,2805608,2790974,2780469,2777970,10.757,10.666,10.577,10.491,10.394,10.657,10.993,11.279,11.534,11.704,11.948,12.201,12.468,12.732,12.968,13.212,12.2,12.18,10.012,8.608,8.586
Australia,AUS,10015413,10127666,10428561,10653948,10940596,11230479,11475357,11664763,11845859,12009987,12180641,12320167,12556446,12730379,13007821,13308589,13587463,13587001,13806208,14079368,14501414,19720737,19932722,20176844,20450966,20827622,21249199,21691653,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24592588,24963258,25334826,25649248,25685412,26014399,26638544,5.933,5.399,5.036,4.785,4.381,4.242,5.565,5.214,5.083,5.225,5.663,6.078,6.055,5.711,5.592,5.3,5.159,6.456,5.116,3.701,3.667
Austria,AUT,4014293,3973072,4039517,4106995,4193552,4236995,4278874,4294774,4323161,4371757,4414478,4438256,4490374,4573321,4600302,4638625,4658940,4641353,4688653,4761984,4825387,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479823,8546356,8642699,8736668,8797566,8840521,8879920,8916864,8955797,9041851,9132383,4.785,5.969,5.682,5.32,4.909,4.198,5.371,4.883,4.637,4.909,5.367,5.674,5.802,6.064,5.561,4.933,4.56,5.201,6.459,4.992,5.243
Azerbaijan,AZE,4180410,4114099,4115696,4093836,3983259,4027557,4141330,4193491,4273974,4359293,4428280,4531372,4626699,4756797,4841518,4925538,5191677,5165410,5263181,5432855,5473196,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9535079,9649341,9757812,9854033,9939771,10024283,10093121,10137750,10141756,10112555,9.17,7.99,7.26,6.62,6.33,5.86,5.74,5.63,5.42,5.19,4.97,4.91,4.96,5,5,4.9,5,7.24,6.04,5.65,5.636
"Bahamas, The",BHS,181019,184145,187605,191092,194489,197505,200213,203958,207993,211907,215010,218498,221828,225308,228906,232371,235402,221416,230610,238456,242250,338490,343089,347804,352664,357666,362795,368057,373272,377950,382061,385650,389131,392697,395976,399020,401906,404557,406471,407906,409984,412623,10.84,10.2,10.2,7.54,7.88,8.18,14.25,14.431,14.52,14.02,16.18,13.8,12,12.7,9.8,10,10.011,12.804,11.694,9.87,9.198
Bahrain,BHR,381538,417214,461674,508671,558291,610442,664657,692760,685093,699050,722754,742612,768564,801959,837075,860599,864408,840235,833682,844182,855301,778256,833451,901921,970981,1040532,1110343,1179453,1213645,1212077,1224939,1261673,1311134,1362142,1409661,1456834,1487340,1494188,1477469,1463265,1472233,1485509,1.165,1.094,1.044,1.039,1.019,1.024,1.074,1.13,1.209,1.2,1.182,1.146,1.166,1.195,1.196,1.202,1.226,1.767,1.551,1.326,1.16
Bangladesh,BGD,50792730,51957839,53076512,53950191,54599225,55151453,55755782,56625232,57602724,58662413,59781774,60904130,62009866,63166277,67164738,68748318,70248864,70941233,73234222,73862460,74913612,136503206,138789725,140912590,142628831,144135934,145421318,146706810,148391139,150211005,152090649,154030139,155961299,157830000,159784568,161793964,163683958,165516222,167420951,169356251,171186372,172954319,4.32,4.294,4.25,3.591,4.045,4.516,5,3.379,3.73,4.075,4.426,4.406,4.382,4.35,4.372,4.532,4.693,5.828,5.815,5.247,5.06
Barbados,BRB,145813,147648,148408,145822,146641,147080,147741,148400,149131,146825,148815,143390,144417,148685,147106,146039,143823,141156,142587,145313,145851,267499,268505,269477,270425,271444,272635,273791,274711,275486,276197,276865,277493,278083,278649,279187,279688,280180,280693,281200,281635,281995,11,9.57,9.08,8.73,7.41,8.12,10.02,10.69,11.19,11.59,11.55,12.17,9.803,8.247,8.622,8.322,8.413,9.756,9.417,8.493,7.954
Belarus,BLR,4922877,4945457,4965796,4986812,5013841,5042776,5069441,5088243,5101163,5108408,5112243,5116472,5123402,5126557,5119698,5099979,5079798,5044592,5014861,4993525,4956149,9796749,9730146,9663915,9604924,9560953,9527985,9504583,9483836,9461643,9446836,9443211,9448515,9461076,9469379,9458989,9438785,9419758,9379952,9302585,9228071,9178298,10.155,9.443,8.748,8.064,7.408,6.735,6.1,6.054,6.024,5.97,5.946,5.911,5.881,5.844,5.648,4.763,4.165,4.049,3.9,3.574,3.574
Belgium,BEL,4402418,4485839,4626679,4646803,4728844,4777353,4797213,4893955,4876780,4910968,4962050,4978926,4989597,4997187,5086330,5144068,5194405,5167188,5259744,5374303,5432007,10376133,10421137,10478617,10547958,10625700,10709973,10796493,10895586,11038264,11106932,11159407,11209057,11274196,11331422,11375158,11427054,11488980,11538604,11586195,11685814,11822592,7.68,7.363,8.44,8.246,7.459,6.976,7.908,8.293,7.14,7.542,8.425,8.523,8.482,7.83,7.086,5.948,5.36,5.555,6.264,5.558,5.508
Belize,BLZ,97441,101437,105569,109868,114338,118970,123774,128753,133836,138977,144234,151065,156821,162580,166748,170728,174493,172620,177472,185068,190064,263998,272128,280375,288729,297173,305671,314171,322106,329538,337059,344688,352335,359871,367313,374693,382066,389095,394921,400031,405272,410825,10.363,10.601,10.91,9.39,8.51,8.18,8.335,8.424,8.434,8.38,8.349,8.244,7.578,7,6.596,7.899,9.053,10.7,10.157,8.724,8.262
Benin,BEN,3038386,3139548,3251640,3361334,3464881,3577586,3697926,3822693,3947757,4004243,4056023,4105299,4152214,4195476,4235801,4273806,4402996,4496108,4560387,4796679,4964239,7659208,7894554,8149419,8402631,8647761,8906469,9172514,9445710,9726380,10014078,10308730,10614844,10932783,11260085,11596779,11940683,12290444,12643123,12996895,13352864,13712828,0.747,0.79,0.86,0.888,0.902,0.892,0.947,1.04,2.647,2.415,2.113,1.892,1.855,1.835,1.722,1.473,1.402,1.565,1.694,1.473,1.452
Bhutan,BTN,286324,298501,309596,317730,324869,331983,338969,338303,341235,332058,342591,334024,342466,347144,352124,357395,385513,400715,414677,425882,429536,634627,649991,663323,673260,681614,689737,697678,705516,713331,721145,728889,736357,743274,749761,756121,762096,767459,772506,777486,782455,787424,1.8,2.49,3.1,3.13,3.7,3.833,3.96,3.32,3.23,2.05,2.87,2.63,2.45,2.737,3.039,3.35,2.72,5.03,4.804,5.947,5.653
Bolivia,BOL,3963074,4055936,4151820,4417572,4416875,4570941,4696931,4799179,4902372,4776939,4929362,5186538,4978794,5103906,5306478,5663066,5684980,5705374,5664325,5912237,6114198,9057378,9216279,9377388,9542663,9711152,9880593,10051317,10223270,10396246,10569697,10743349,10916987,11090085,11263015,11435533,11606905,11777315,11936162,12079472,12224110,12388571,2.657,2.618,2.6,2.576,2.615,2.603,2.973,2.609,2.255,2.066,2.437,2.021,3.111,3.498,3.655,3.519,3.682,7.903,5.089,3.552,3.081
Bosnia and Herzegovina,BIH,1479854,1479078,1474492,1474993,1482648,1490660,1463957,1464249,1428367,1416274,1386578,1400680,1385813,1365760,1351075,1330417,1344543,1321242,1387825,1381592,1368568,4183757,4142860,4094297,4058086,4007876,3943392,3877750,3811088,3743142,3674374,3617559,3571068,3524324,3480986,3440027,3400129,3360711,3318407,3270943,3233526,3210847,28.415,29.288,30.213,31.11,28.984,23.405,24.068,27.312,27.582,28.01,27.49,27.517,27.695,25.408,20.527,18.4,15.692,15.868,14.897,12.657,10.42
Botswana,BWA,665680,685506,705453,725796,758244,792136,827046,805850,831878,856975,882334,908862,936988,967141,999039,1031385,1063621,1059196,1114453,1145189,1170359,1826863,1859085,1892807,1928704,1966977,2007320,2048997,2091664,2134037,2175425,2217278,2260376,2305171,2352416,2401840,2451409,2499702,2546402,2588423,2630296,2675352,23.8,21.754,19.847,17.782,16.99,16.315,16.169,17.86,18.062,17.949,18.203,18.518,18.939,19.343,19.678,19.679,20.094,21.017,23.106,23.615,23.381
Brazil,BRA,85732532,88065748,90599379,91731711,92730992,93935308,95703669,95367508,94948394,97188186,98532617,99628945,101474161,102923211,104715941,106048382,107999623,101755860,106047171,108750811,108695239,182629278,184722043,186797334,188820682,190779453,192672317,194517549,196353492,198185302,199977707,201721767,203459650,205188205,206859578,208504960,210166592,211782878,213196304,214326223,215313498,216422446,11.169,10.072,10.551,9.692,9.28,8.268,9.419,8.424,7.578,7.251,7.071,6.755,8.538,11.58,12.792,12.33,11.936,13.697,13.159,9.231,7.95
Brunei Darussalam,BRN,166039,170625,175084,179379,183516,187518,191393,195182,198598,200259,201720,203072,204352,205465,206363,218003,216668,217415,220478,225294,227798,354045,360461,366717,372808,378748,384568,390311,396053,401506,406634,411702,416656,421437,425994,430276,434274,438048,441725,445373,449002,452524,5.785,5.886,5.993,6.076,6.169,6.272,6.397,6.476,6.537,6.615,6.734,6.862,7.694,8.521,9.316,8.7,6.6,7.409,4.905,5.191,5.27
Bulgaria,BGR,3322992,3353786,3282858,3369624,3432707,3486533,3409927,3405748,3323514,3335298,3363140,3357878,3333481,3265483,3364252,3338430,3391873,3311854,3268751,3147100,3102757,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991,7127822,7075947,7025037,6975761,6934015,6877743,6465097,6430370,13.733,12.037,10.083,8.951,6.878,5.61,6.817,10.279,11.26,12.27,12.941,11.424,9.143,7.575,6.164,5.212,4.23,5.125,5.267,4.268,4.295
Burkina Faso,BFA,5316274,5443470,5567467,5683357,5790842,5886292,5978737,6071773,6168443,6272750,6376479,6481181,6682736,6895219,7115497,7338779,7567042,7741338,8049004,8327762,8577269,13030591,13445977,13876127,14316242,14757074,15197915,15650022,16116845,16602651,17113732,17636408,18169842,18718019,19275498,19835858,20392723,20951639,21522626,22100683,22673762,23251485,2.78,3.475,4,3.67,3.3,3.497,3.715,3.723,3.827,3.852,4.055,4.254,4.468,4.594,4.66,4.695,4.701,4.985,5.11,5.348,5.293
Burundi,BDI,2937179,3048521,3150340,3237210,3376426,3541156,3754411,3944226,4072769,4201862,4334934,4460707,4526075,4554341,4644906,4804276,4993362,5116723,5311768,5510923,5722443,6860846,7120496,7388874,7658190,7944609,8278109,8709366,9126605,9455733,9795479,10149577,10494913,10727148,10903327,11155593,11493472,11874838,12220227,12551213,12889576,13238559,3.137,3.179,3.15,3.185,2.4,1.634,1.618,1.612,1.599,1.591,1.584,1.572,1.444,1.356,1.258,1.157,1.053,1.03,1.11,0.919,0.93
Cabo Verde,CPV,174444,179617,184772,189912,195035,200110,205079,209631,214157,218615,223037,227455,231746,235863,239923,228928,240383,232695,238872,251844,257317,480089,486583,492827,498884,504733,510336,515638,521212,527521,533864,539940,546076,552166,558394,564954,571202,577030,582640,587925,593149,598682,13.635,13.493,13.471,13.408,13.325,13.331,13.517,10.67,10.947,11.137,11.386,11.67,11.905,12.075,12.24,12.17,12.118,14.66,13.906,12.272,11.994
Cambodia,KHM,6005653,6139652,6267722,6392064,6511792,6619705,6707925,6778050,6831932,6865596,7112623,7368200,7620595,7874603,8131979,8386085,8636531,8690980,8922729,9057330,9174840,12787710,13016371,13246583,13477779,13714791,13943888,14155740,14363532,14573885,14786640,14999683,15210817,15417523,15624584,15830689,16025238,16207746,16396860,16589023,16767842,16944826,0.909,1.005,1.067,1.154,1.257,0.825,0.579,0.771,0.577,0.496,0.438,0.692,0.393,0.716,0.141,0.13,0.12,0.172,0.396,0.247,0.239
Cameroon,CMR,7418531,7642255,7867487,8098945,8341459,8418157,8476630,8515123,8654090,8788788,8923111,9090658,9409632,9710777,9995553,10284558,10593291,10815307,11098782,11592475,11965019,16354326,16809407,17275171,17751333,18251866,18777081,19319274,19878036,20448873,21032684,21632850,22299585,23012646,23711630,24393181,25076747,25782341,26491087,27198628,27914536,28647293,5.909,5.088,4.4,3.73,3.063,3.385,3.742,4.11,3.989,3.837,3.687,3.534,3.52,3.534,3.581,3.619,3.646,3.866,3.951,3.687,3.646
Canada,CAN,17462681,17672719,17818493,18035508,18382520,18662676,18788041,18985996,19146747,19315804,19521201,19584895,19691006,19878324,20144897,20348244,20767967,20482633,20967796,21367763,22110473,31642461,31938807,32242732,32571193,32888886,33247298,33630069,34005902,34339221,34713395,35080992,35434066,35704498,36110803,36545075,37072620,37618495,38028638,38239864,38939056,40097761,7.574,7.185,6.758,6.484,6.156,6.284,8.46,8.178,7.637,7.392,7.143,7.023,6.945,7.038,6.426,5.837,5.69,9.657,7.527,5.28,5.366
Central African Republic,CAF,1543643,1577159,1613398,1645147,1673132,1706464,1741734,1774166,1793790,1793122,1785269,1758702,1750494,1781329,1814579,1849419,1893277,1931806,1975774,2038648,2114113,4026841,4115138,4208834,4294352,4375569,4467233,4564540,4660067,4732022,4773306,4802428,4798734,4819333,4904177,4996741,5094780,5209324,5343020,5457154,5579144,5742315,5.631,5.56,5.53,5.46,5.419,5.372,5.463,5.585,5.551,5.52,5.56,5.685,5.871,5.904,5.969,5.896,5.978,6.556,6.676,6.337,6.286
Chad,TCD,3175485,3318111,3437328,3531459,3620713,3720190,3825049,3921726,4030272,4144051,4266330,4393752,4495591,4600694,4725553,4858714,5026862,5151257,5322620,5602330,5806355,9196366,9613503,10005012,10365614,10722731,11098664,11496128,11894727,12317730,12754906,13216766,13697126,14140274,14592585,15085884,15604210,16126866,16644701,17179740,17723315,18278568,0.728,0.679,0.67,0.716,0.829,0.904,0.903,0.873,0.899,0.893,0.942,0.926,0.968,1.044,1.116,1.135,1.081,1.693,1.511,1.104,1.082
Channel Islands,CHI,74801,75386,75957,76248,76590,77778,78969,79439,79266,79648,80202,80748,81524,82327,82902,83633,84417,83981,84888,85623,86239,148341,149538,150763,151985,153225,154475,155721,156933,157819,158621,159794,160912,162190,163721,165215,167259,169410,171113,172683,174079,175346,5.636,5.834,5.764,5.513,5.204,5.268,6.628,6.97,7.192,7.993,8.531,8.285,7.901,7.442,6.865,6.324,6.17,6.611,6.609,5.91,5.982
Chile,CHL,6524560,6686711,6849194,7114930,7297902,7574753,7672069,7836109,8131735,8209415,8324494,8468946,8566113,8661001,8872208,9059235,9214285,8852361,9147766,9629968,9847754,15859112,16017966,16175311,16334575,16495538,16661462,16833447,17004162,17173573,17341771,17509925,17687108,17870124,18083879,18368577,18701450,19039485,19300315,19493184,19603733,19629590,9.765,10.162,9.34,9.024,8.427,9.285,11.313,8.547,7.492,6.79,6.361,6.761,6.605,6.926,7.29,7.647,7.533,11.006,9.325,8.299,9.037
China,CHN,755273046,762251057,769371812,774287037,776045127,776378230,775599063,774058132,778323480,778937997,779042510,780062420,780709584,780524312,778674707,776278514,775321104,763684716,780370660,781808304,779245529,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1345035000,1354190000,1363240000,1371860000,1379860000,1387790000,1396215000,1402760000,1407745000,1411100000,1412360000,1412175000,1410710000,4.58,4.49,4.52,4.43,4.35,4.59,4.72,4.53,4.55,4.58,4.6,4.63,4.65,4.56,4.47,4.31,4.56,5,4.55,4.98,4.67
Colombia,COL,19043693,19248116,19268760,19464939,19653416,20141224,21438903,21906084,22469752,23071179,23198264,23488075,23882464,24079276,24461484,24812159,25072923,25219253,25983568,25770913,26003385,41057687,41648268,42220940,42772910,43306582,43815313,44313917,44816108,45308899,45782417,46237930,46677947,47119728,47625955,48351671,49276961,50187406,50930662,51516562,51874024,52085168,13.221,13.717,11.062,11.091,11.204,11.273,12.066,11.153,10.288,9.959,9.246,8.799,8.572,8.922,9.086,9.36,10.28,15.983,13.898,10.547,9.565
Comoros,COM,127488,130933,136156,141521,147019,152664,158474,164449,170591,176900,183361,189967,194996,200128,204998,209430,213692,216486,222655,228765,234437,570130,581154,592683,604658,616899,629470,642493,656024,670071,684553,699393,714612,730216,746232,761664,776313,790986,806166,821625,836774,852075,4.565,4.571,4.597,4.622,4.688,4.699,4.724,4.692,4.726,4.767,4.79,4.88,4.972,5.042,5.04,5.018,5.1,5.884,5.857,5.854,5.795
"Congo, Dem. Rep.",COD,20794681,21419640,22106983,22552695,22999271,23426253,23839481,24288870,24786531,25253938,26115602,27012080,27914047,28894272,29889010,30825948,31747599,32441900,33694649,34812162,35983053,53205639,54815607,56550247,58381630,60289422,62249724,64270232,66391257,68654269,70997870,73460021,76035588,78656904,81430977,84283273,87087355,89906890,92853164,95894118,99010212,102262808,3.05,2.973,2.948,3.173,3.401,3.625,3.879,4.096,4.315,4.485,4.474,4.446,4.456,4.548,4.637,4.661,4.642,5.369,5.273,4.585,4.544
"Congo, Rep.",COG,1351169,1405156,1464221,1527192,1589301,1642493,1713269,1788231,1842541,1885866,1920877,1958120,1998054,2041747,2089952,2141300,2195390,2227600,2306220,2384161,2461099,3424653,3543012,3672839,3813323,3956329,4089602,4257230,4437884,4584216,4713257,4828066,4944861,5064386,5186824,5312340,5441062,5570733,5702174,5835806,5970424,6106869,19.865,19.883,19.796,19.593,19.899,19.954,19.854,19.379,19.51,19.573,19.902,19.781,20.2,20.524,20.887,20.938,20.608,22.373,22.077,20.261,20.054
Costa Rica,CRI,1790751,1799981,1920056,1943618,2012372,2037739,2064610,2060686,2149242,2321866,2337155,2395003,2380187,2296246,2335223,2459739,2573190,2456537,2529009,2542517,2407610,4188610,4252800,4315887,4378172,4440019,4501921,4563127,4622252,4679926,4736593,4791535,4844288,4895242,4945205,4993842,5040734,5084532,5123105,5153957,5180829,5212173,6.654,6.445,6.749,5.926,4.557,4.934,7.824,7.171,9.518,9.11,8.218,8.499,8.415,8.085,7.729,9.01,10.807,16.432,15.139,11.325,8.304
Cote d'Ivoire,CIV,6414848,6577439,6748108,6923835,7104515,7289697,7478860,7674193,7842038,7988446,8151021,8360975,8617882,8883562,9157647,9441715,9735200,9943686,10263449,10609451,10954094,18116451,18544903,18970215,19394057,19817700,20244449,20677762,21120042,21562914,22010712,22469268,22995555,23596741,24213622,24848016,25493988,26147551,26811790,27478249,28160542,28873034,5.858,5.93,6.041,6.04,6.308,6.404,6.586,6.614,7.145,7.223,4.255,3.275,2.574,1.896,3.273,2.851,2.401,2.559,2.59,2.434,2.403
Croatia,HRV,1808041,1844858,1796375,1785298,1924507,1933843,1934048,1912849,1883510,1865281,1844972,1896011,1896675,1835203,1824724,1794304,1781597,1772376,1724579,1732504,1744221,4303399,4304600,4310145,4311159,4310217,4309705,4305181,4295427,4280622,4267558,4255689,4238389,4203604,4174349,4124531,4087843,4065253,4047680,3878981,3855641,3853200,13.924,13.664,12.598,11.13,9.909,8.53,9.202,11.62,13.678,15.935,17.251,17.29,16.175,13.103,11.208,8.432,6.617,7.507,7.608,6.96,6.063
Cuba,CUB,4708605,4765760,4842407,4919403,4974488,5012770,5148033,5108192,5177768,5206440,5235766,5258253,5292666,5308720,5326759,5342937,5345176,5016414,5106046,5286176,5317246,11199217,11225294,11246114,11260630,11269887,11276609,11283185,11290417,11298710,11309290,11321579,11332026,11339894,11342012,11336405,11328244,11316697,11300698,11256372,11212191,11194449,2.33,1.854,1.95,1.913,1.788,1.583,1.67,2.5,3.18,3.46,3.29,2.7,2.4,2,1.7,1.7,1.2,1.4,1.373,1.254,1.163
Cyprus,CYP,499677,510413,525959,541559,562628,575504,585771,603570,609156,615106,620095,630237,621262,616189,625955,639464,650331,652883,667244,684941,692875,1000350,1018684,1037062,1055438,1073873,1092390,1110974,1129686,1145086,1156556,1166968,1176995,1187280,1197881,1208523,1218831,1228836,1237537,1244188,1251488,1260138,4.153,4.77,5.481,4.593,3.946,3.756,5.594,6.36,7.942,12.097,16.131,16.277,15.026,13.006,11.155,8.504,7.155,7.755,7.513,6.807,5.964
Czechia,CZE,5128108,5128993,5169750,5191044,5188504,5211811,5255696,5239650,5222763,5254149,5302824,5300088,5309480,5354440,5386053,5425122,5421467,5375292,5279722,5372821,5502169,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10629928,10671870,10697858,10505772,10672118,10873689,7.777,8.298,7.927,7.141,5.316,4.393,6.662,7.281,6.712,6.979,6.953,6.108,5.048,3.952,2.893,2.246,2.015,2.551,2.803,2.224,2.593
Denmark,DNK,2868194,2895623,2893154,2917717,2924753,2918710,2909160,2888564,2887130,2871734,2850392,2865028,2895364,2939677,2966464,2990219,3032098,3028252,3070703,3141486,3179505,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5793636,5814422,5831404,5856733,5903037,5946952,5.398,5.204,4.83,3.897,3.801,3.683,6.409,7.747,7.769,7.798,7.384,6.925,6.278,5.989,5.833,5.131,5.018,5.637,5.043,4.434,5.142
Djibouti,DJI,176043,177549,179409,181791,184940,188013,191254,194539,198551,202701,207030,211481,215965,220911,225672,230329,234947,235554,240479,249967,255564,806411,818373,830861,846947,865196,882886,901103,919199,936811,954297,971753,989087,1006259,1023261,1040233,1057198,1073994,1090156,1105557,1120849,1136455,26.647,26.602,26.605,26.528,26.423,26.299,26.436,26.469,26.399,26.252,26.211,26.217,26.095,25.999,26.064,26.18,26.246,27.645,27.548,26.367,26.258
Dominican Republic,DOM,3342971,3424410,3480356,3593807,3660256,3757662,3690074,3844470,4015614,4176432,4236156,4325193,4579344,4685793,4752184,4931651,5091385,4805372,5101650,5174651,5301571,8919852,9043127,9164768,9284168,9402206,9522948,9648061,9775755,9903737,10030882,10157051,10282115,10405832,10527592,10647244,10765531,10881882,10999664,11117873,11228821,11332972,6.938,6.303,6.587,5.655,5.158,4.764,5.467,5.212,6.087,6.722,7.352,6.719,7.605,7.284,5.832,5.861,6.356,6.126,7.702,5.504,5.557
Ecuador,ECU,5717711,6049202,6151040,6391164,6431063,6561532,6457726,6467670,6517322,6732540,6857058,7045425,7548658,7951902,8190955,8227052,8387366,7769265,8652009,8813437,8893065,13301184,13534593,13770012,14009061,14251835,14496797,14742766,14989585,15237728,15483883,15722989,15957994,16195902,16439585,16696944,17015672,17343740,17588595,17797737,18001000,18190484,5.662,5.002,3.779,3.55,3.142,3.917,4.608,4.088,3.458,3.235,3.083,3.48,3.616,4.597,3.836,3.53,3.812,6.127,4.552,3.761,3.367
"Egypt, Arab Rep.",EGY,21665373,22756745,23853891,24954020,26081669,26485023,27281764,28739910,29061496,29544119,30181706,30655760,30540697,30927659,30428646,29899860,29708924,29873073,31447172,32614163,33430910,75963322,77522427,79075310,80629670,82218755,83844783,85501064,87252413,89200054,91240376,93377890,95592324,97723799,99784030,101789386,103740765,105618671,107465134,109262178,110990103,112716598,10.91,10.32,11.049,10.49,8.8,8.517,9.087,8.757,11.849,12.597,13.154,13.105,13.052,12.45,11.767,9.855,7.851,7.974,7.441,7.344,7.306
El Salvador,SLV,2382720,2346240,2380674,2412208,2455407,2468518,2481794,2494725,2517133,2579866,2630753,2617260,2618193,2673318,2687119,2694155,2762085,2632889,2768977,2835063,2870401,6026849,6035655,6037817,6034436,6044131,6068099,6091188,6114034,6137349,6161289,6185642,6209526,6231066,6250510,6266654,6276342,6280217,6292731,6314167,6336392,6364943,6.9,6.8,7.22,6.57,6.41,5.88,7.33,4.893,4.297,3.843,3.693,4.154,3.998,4.418,4.385,4.006,4.17,5.008,4.327,2.999,2.758
Equatorial Guinea,GNQ,261171,276049,291795,307875,324337,341184,358332,375633,392909,409858,426879,443914,460736,477565,493923,510441,527542,516539,535701,571718,592618,789681,826355,864726,905418,948814,994971,1043686,1094524,1144588,1193636,1243941,1295183,1346973,1398927,1450694,1502091,1553031,1596049,1634466,1674908,1714671,8.265,8.166,8.12,8.024,7.974,7.943,8.098,8.292,8.234,8.116,8.039,8.044,8.178,8.232,8.329,8.256,8.367,9.075,9.194,8.746,8.666
